Home_club,Away_club,Stadium,Tournament,Match_date,Match_time,Match fixed,Ticket only discount,Cat 1 quantitiy,Cat 1 price,Cat 2 quantity,Cat 2 price,Cat 3 quantity,Cat 3 price,Cat 4 quantity,Cat 4 price,Hotel price,Package,Description_English,available_before_days,id
Liverpool,Manchester United,Anfield,Premier League,4-3-2023,15:00,0,0,8,695,8,635,8,595,8,695,,0,"We offer tickets Liverpool vs. Manchester United at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,185
Liverpool,Fulham,Anfield,Premier League,18-3-2023,15:00,0,0,8,355,8,325,8,295,8,355,,0,"We offer tickets Liverpool vs. Fulham at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,186
Liverpool,Arsenal,Anfield,Premier League,8-4-2023,15:00,0,0,8,665,8,545,8,495,8,665,,0,"We offer tickets Liverpool vs. Arsenal at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,187
Liverpool,Nottingham Forest,Anfield,Premier League,22-4-2023,15:00,0,0,8,395,8,355,8,325,8,385,,0,"We offer tickets Liverpool vs. Nottingham Forest at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,188
Liverpool,Tottenham Hotspur,Anfield,Premier League,29-4-2023,15:00,0,0,8,495,8,455,8,425,8,465,,0,"We offer tickets Liverpool vs. Tottenham Hotspur at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,189
Liverpool,Brentford,Anfield,Premier League,6-5-2023,15:00,0,0,8,385,8,315,8,285,8,375,,0,"We offer tickets Liverpool vs. Brentford at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,190
Liverpool,Aston Villa,Anfield,Premier League,20-5-2023,15:00,0,0,8,495,8,445,8,395,8,395,,0,"We offer tickets Liverpool vs. Aston Villa at Anfield. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,191
Leicester City,Brentford,King Power Stadium,Premier League,7-8-2022,14:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Brentford at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,192
Leicester City,Southampton,King Power Stadium,Premier League,20-8-2022,15:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Southampton at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,193
Leicester City,Manchester United,King Power Stadium,Premier League,1-9-2022,20:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Manchester United at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,194
Leicester City,Aston Villa,King Power Stadium,Premier League,10-9-2022,15:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Aston Villa at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,195
Leicester City,Nottingham Forest,King Power Stadium,Premier League,3-10-2022,20:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Nottingham Forest at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,196
Leicester City,Crystal Palace,King Power Stadium,Premier League,15-10-2022,12:30,1,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Crystal Palace at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,197
Leicester City,Leeds United,King Power Stadium,Premier League,20-10-2022,20:15,1,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Leeds United at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,198
Leicester City,Manchester City,King Power Stadium,Premier League,29-10-2022,12:30,1,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Manchester City at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,199
Leicester City,Newcastle United,King Power Stadium,Premier League,26-12-2022,15:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Newcastle United at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,200
Leicester City,Fulham,King Power Stadium,Premier League,3-1-2023,19:45,1,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Fulham at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,201
Leicester City,Brighton & Hove Albion,King Power Stadium,Premier League,21-1-2023,15:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Brighton & Hove Albion at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,202
Leicester City,Tottenham Hotspur,King Power Stadium,Premier League,11-2-2023,15:00,0,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Tottenham Hotspur at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,203
Leicester City,Arsenal,King Power Stadium,Premier League,25-2-2023,15:00,0,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Arsenal at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,204
Leicester City,Chelsea,King Power Stadium,Premier League,11-3-2023,15:00,0,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Chelsea at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,205
Leicester City,AFC Bournemouth,King Power Stadium,Premier League,8-4-2023,15:00,0,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. AFC Bournemouth at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,206
Leicester City,Wolverhampton Wanderers,King Power Stadium,Premier League,22-4-2023,15:00,0,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Wolverhampton Wanderers at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,207
Leicester City,Everton,King Power Stadium,Premier League,29-4-2023,15:00,0,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Everton at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,208
Leicester City,Liverpool,King Power Stadium,Premier League,13-5-2023,15:00,0,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. Liverpool at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,209
Leicester City,West Ham United,King Power Stadium,Premier League,28-5-2023,16:00,0,0,8,0,8,0,,,,,,0,"We offer tickets Leicester City vs. West Ham United at King Power Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,210
Manchester City,AFC Bournemouth,Etihad Stadium,Premier League,13-8-2022,15:00,1,0,8,225,8,165,8,140,,,,0,"We offer tickets Manchester City vs. AFC Bournemouth at Etihad Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,211
Manchester City,Crystal Palace,Etihad Stadium,Premier League,27-8-2022,15:00,1,0,8,155,8,135,8,115,,,,0,"We offer tickets Manchester City vs. Crystal Palace at Etihad Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,212
Manchester City,Nottingham Forest,Etihad Stadium,Premier League,31-8-2022,19:30,1,0,8,155,8,115,8,95,,,,0,"We offer tickets Manchester City vs. Nottingham Forest at Etihad Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,213
